,category,text,postid,pred_category,pred_category_text
1757,0,"Talented Video editor looking for gigs (Chicago) If you are in need of a Video editor, please feel free to contact me for any project you have going on that needs video editing or graphic designing. I can save you a lot of money.",7395331667,6,skilled trades/artisan
1771,0,Bookkeeper Part Time Onsite (Elk Grove Village) Semi retired full charge bookkeeper seeking 2 days 12 hrs per week for ONSITE position.  From billing a/p- payroll -bank & credit card recs to producing financials and year end closing entries.  Will consider seasonal -catch up and temporary positions as well.  Reliable quick learner and currently using QB Pro Desktop and Peachtree systems .  Rate depends on scope of work but starting pay is  21.00 per hour as 1099 contractor only.  Northwest suburbs only Serious inquiry only,7395633289,1,general labor
1777,0,"Worship Leader Available (Chicago) I am a seasoned contemporary worship leader, vocals,guitar,bass and drums. i am interested in finding a spirit filled church that appreciates spirit filled worship,if that is you contact me  God bless",7398419395,3,transportation
1792,0,"Elderly Companion Available Hello :) I\'m looking for work as a companion/caretaker in the City or close surrounding suburbs. I\'m a compassionate, loving and nurturing person. I have been a Nanny for several years and truly love caring for people:) I have a clean background and great references. I am looking for full time work but would consider part time. Thanks Hope to hear from you soon Jennie  show contact info",7395888395,5,food/beverage/hospitality
1816,0,"Drone Pilot (McHenry) I am a FAA certified pilot who is looking for work. If anyone needs and aerial photographs and /or videos done, please contact me   Thanks!",7399733840,5,food/beverage/hospitality
1859,0,"Office Clerk (Looking S, SE & SW of Chicago) Tom Hynes  Office Clerk  I am open to new challenges in an office setting  Cell  show contact info    NO TEXTING    Looking S, SE & SW of Chicago Approximately 20-mile vicinity 60411 in Illinois   Available Full or Part Time 7 days, 7 Am \xe2\x80\x93 5 Pm     No Commission / NO out of pocket expenses  Dear Human Resources   Because my experience in solving problems, streamlining processes to make them run smoother, creating cost effective measures, and positive communication skills (both verbal and written) will be of great benefit to your organization.  Nalco Chemical Company experience of progressive responsibility with one major chemical Manufacturing processing company which is not a drawback.  I began at the bottom doing laboring type tasks and by hard work and determination and constant on-the-job learning, I progressed through several departments and several different positions (listed below) into an inventory position with even greater responsibilities and better pay.  By knowing the product and functions of the company inside and out at all levels I was able to more effectively manage the areas under my control in my last position.  I have a ""can-do"" attitude and thrive on improving conditions and procedures to eliminate waste, generate more profit, and maintain a safe work environment.   Nalco Chemical demonstrated skills in procurements and control in multi million dollars of inventory, customer service, training, shipping and receiving.  Strong organizational skills and ability to multi-task and perform projects efficiently.  Self-starter who communicates well with management, staff, suppliers and vendors.   Basic computer skills AS 400, SAP.  MS Office: Word, Outlook, Excel, Internet, e-mail.  Windows 10  Please contact me to set an interview time in order for us to discuss in greater depth how we can be of mutual benefit to each other.  I am looking forward to talking with you.    Sincerely,  Tom Hynes   SUMMARY   Nalco Chemical Company Professional Career Summary  Production Operator: I began my career in production producing both dry and liquid finished products.  Working with a batch sheet gather raw material, checking to make sure I had all the right chemicals and adjusting scales for accuracy in weight.  Cutting bags, dumping fiber drums, shoveling chemicals on to scales before dumping into mixing equipment.  Being a mixer machine operator, I was responsible in adding caustic and oil in addition to other liquid and dry chemicals creating a finished product.  I spent time as a packager in filling fifty-pound bags, fiber and steel drums all sizes and weights.  Labeling, rolling and throwing onto a pallet.  Using various size scales to weigh finished product.  Using a forklift truck to both get a raw material and put away finished product for shipping.  Packager:  Both liquid & dry, I spent time as a packager in filling fifty-pound bags, fiber and steel drums all sizes and weights.  Labeling, rolling and throwing onto a pallet.  Using various size scales to weigh finished product.  Using a forklift truck to both get a raw material and put away finished product for shipping.  CDL Class A Yard Spotter    NPST* Endorsement   Shipping & Receiving During my career, I had the opportunity to work in Shipping & Receiving.  This position required driving a forklift truck and Spotter moving boxed trailers, tankers and flat beds from loading docks for loading and unloading.  I have experience in unloading rail cars to bulk trailer using hoses, fittings, hot hose, pumps, gauges, pressuring both railroad cars and bulk trailer in loading or unloading, weighing at scales, doing paperwork, checking and putting on seals, opening and closing valves. Driving straight box & flatbed trucks req C license.   Building, Grounds & Chemical Manufacturing Maintenance:  Responsible on call 24/7.  Snow plowing, knowledgeable in hands and power tools. Working with a Mechanic, crew and some smaller repairs jobs solo.  Electrical, plumbing, Instrumentation, Insulation, mechanical to name a really limited amount of responsibility.   Boiler Room repair & PM start 4 tubular Erie boilers, water samples, regenerate soft water and anion tanks.   Change charts, update computers so many other tasks to mention.    Effluent Treatment (Waste water & Chemicals) filling multiple tanks from manufacturing sewerage take samples, treating and release to City.    PROFESSIONAL WORK EXPERIENCE  \t\t\t\t\t\t            Nalco Chemical Company.  Bedford Park, IL   (Accept early out package)           1985-2001 Real Estate (Sales Person)                                                                                    2002\xe2\x80\x93Present Nu Way (Spotter Driver)\t\t\t\t\t                                2011 - 2016\t Pods (Parts Inventory) \t\t\t\t\t\t                    2015 \xe2\x80\x93 2017 Aryzta (Parts Inventory)                                                                                         2020 \xe2\x80\x93 2021   Nalco Chemical Inventory Management\t\t\t\t\t\t       \xe2\x80\xa2\tAdministered multi million dollars of total company inventory. \xe2\x80\xa2\tCreate PO\xe2\x80\x99s, purchase orders for parts \xe2\x80\xa2\tCreate PO\xe2\x80\x99s, purchase orders for contractors \xe2\x80\xa2\tResponsible for Mail room \xe2\x80\xa2\tResponsible for clerk\xe2\x80\x99s office \xe2\x80\xa2\tWork with Engineers  \xe2\x80\xa2\tTrainer of plant safety systems. \xe2\x80\xa2\tTrained new employees in office procedures and practices. \xe2\x80\xa2\tFax, email, call vendors for quotes \xe2\x80\xa2\tResponsible for entire inventory to name some pumps parts, electrical, safety supplies, mechanical seals, pipe fittings and motors \xe2\x80\xa2\tFiled and stored documents using Excel spreadsheets. \xe2\x80\xa2\tPrepared and shipped packages using UPS online software and equipment. \xe2\x80\xa2\tGenerated daily operation and reports in SAP. \xe2\x80\xa2\tImplemented adjustments made in SAP to control net impact of items. \xe2\x80\xa2\tAllocated funds according to budget constraints. \xe2\x80\xa2\tWorked with vendors via phone and/or in person. \xe2\x80\xa2\tReceived and categorized packing slips and invoices. \xe2\x80\xa2\tHandled priority orders and prepared product for shipping. \xe2\x80\xa2\tHandled customer service issues for suppliers. \xe2\x80\xa2\tResearched invoices and reports generated daily for cycle counts. \xe2\x80\xa2\tAdministered weekly cycle count and weekly check of all inventory and non-stock items to reorder. \xe2\x80\xa2\tSent parts and equipment out for repair for quick turnaround. \xe2\x80\xa2\tCreated queries for insufficient inventory due to delinquencies from vendors. \xe2\x80\xa2\tDocumented and categorized vendor codes for purchasing needs. \xe2\x80\xa2\tCreate work orders, handled parts, man hours, other tasks, close work orders \xe2\x80\xa2\tCreate preventative maintenance work orders ( PM) \xe2\x80\xa2\tCreate blanket work orders. \xe2\x80\xa2\tCreate reports for work orders both open and closed \xe2\x80\xa2\tMultiple other tasks \xe2\x80\xa2\tPowerhouse (Boiler Room) 4- low pressure Erie tube boilers, water test, regenerate Anions, Water softeners, running generator in power outages many more responsibilities. \xe2\x80\xa2\tEffluent treatment water testing, controlling chemicals adding caustic or acid to control Ph and other responsibilities before dumping to sewer.  Responsible for Clerks Office \xe2\x80\xa2\tWork Orders \xe2\x80\xa2\tPM work orders \xe2\x80\xa2\tCharting \xe2\x80\xa2\tOther daily, weekly, bimonthly, monthly etc activities    EDUCATION  AA Degree, Business Management\t\t\t  Moraine Valley Community College\t Palos Hills, IL           2001",7406928378,3,transportation
1877,0,"work from home (Bensenville) I\'m looking for job from home ASAP.Good pay a must! Legal,moral and ethical.No post adds on Craiglist no transfer money or funds.In your e-mail include job description,pay and your address.",7405051494,6,skilled trades/artisan
1885,0,"welder fabrication  railings and structure Hi I welder I have 20 years experienced welding, fabrication railings and structural and moor looking for full-time and part-time job",7388769147,4,manufacturing
1906,0,"Background remove from image very fast ### *** Best Background Removal Service | 100% Satisfaction Guarantee****   I am highly experienced and professional for any kind of photo background removal. If you need an expert to remove background from image, you are at the right place.   Services In This GIG:       Image Background Removal     Transparent/White/Custom Photo Background.     Basic Photo Editing & Retouching     Image crop-resize.     Color correction     Shadow creation under the photo     Brightness & Contrast correction.   Why You Choose Me:       100% Customer Satisfaction.     Unlimited Revision.     Free Source File.     Trial option to check my work quality.     Quick Delivery     Support after service     I use Photoshop Pen Tool to remove background from image.     No magic tool please.   For big project, please inbox me.  I\'ll provide special discount custom offer.   Important Note: If you have complex Photos(tree, jewellery chain, bicycle), please send me a message before buying my Gig.  CK IT : http://classified.kings.unaux.com",7405028711,6,skilled trades/artisan
1910,0,"Real Estate (Gurnee) Greetings,  I recently passed the Illinois real estate broker exam. I am an English-Spanish bilingual and a graduate of Northeastern Illinois University.  I am looking for a sponsoring broker.  May I hear from you?  Many thanks, PMG",7405594317,15,real estate
1927,0,"Male Caregiver (Chicago, Dunning, Jefferson Park, O'Hare) Male caregiver seek employment: 5-7 day per week  live-in position (take care male patient)  Responsible, reliable qualified  worker available any time. Have:  Experience with cancer, dementia, stroke. Reliable car with valid auto insurance.  Duties may include: Personal care and supervision of daily activities (bathing, feeding, dressing, hygiene, medication reminder) Companionship Engaging clients in activities both inside and outside the home Assisting on errands and appointments Non-medical home care services: light housekeeping, meal planning/preparation.   Have DL, Car,  Several years experience. Bilingual    When respond provide detail work info (include hours of work needed, location, salary you offer) Thank you",7402132520,1,general labor
1943,0,"Attention Auto Transporters (Fort Myers) Attention all Auto Transporters. If you transport vehicles to Southwest Florida, Ft. Myers, Naples and surrounding areas and you need assistance delivering the vehicle from the Truck or Staging Area to the Clients residence, I can help. Experienced, Retired, Professional, Reliable. Customer service experience. Excellent clean driving record. No smoking, drinking, drugs.",7403096859,6,skilled trades/artisan
1956,0,"Experienced painter looking for work (Northwest Chicago) Residential and commercial painter seeking jobs in Chicagoland area 20 years experience, free estimates, fair pricing. I can be contacted at  show contact info , text or call",7406425803,6,skilled trades/artisan
1957,0,***CLASS A CDL DRIVERS WANTED*** (All 48 States) looking for 5 good drivers. 80 CPM empty or loaded. Home every week. 1099. Run East of Texas. Super fabulous new  equipment. Call Mitch @  show contact info,7405586006,3,transportation
1965,0,"Carpenter/Handy man (Lombard) Hi, looking for a few days work a week, 30 hr. have tools and van, thanks for looking,                                                                     Dan",7389284846,6,skilled trades/artisan
1966,0,Residential/Commercial painter subcontractor seeking contract jobs (Morton Grove) Professional residential and commercial painter seeking subcontract painting jobs. 15 years of experience as a painter 5 years as subcontractor.Only serious inquires please.Guarantee high quality work. Cell  show contact info,7402053272,6,skilled trades/artisan
1985,0,Carpenter/ Laborer// Handyman available (Chicago) Carpenter//Laborer/ Handyman available,7402376621,3,transportation
2022,0,"Looking construction work (Blue island) I\'m a taper/painter looking for work, have also don\'t remodeling and demo work but the 1st two are my strengths, I live in blue island bit also don\'t have a car but I\'m ready to work.",7392990278,1,general labor
2026,0,"I offer Magento, Shopify, Wordpress, Php development~ I offer both front and back-end development for PhP Laravel, Wordpress, Magento, Shopify, and iOS/Android. I\'ve built websites for financial institutions, e-commerce websites, to WordPress websites for local businesses.  I put a lot of emphasis on a good user interface and design. I work with all types of projects small and large and I am flexible with budgets.  Contact me for a free consultation and samples of my work.    Thanks!  ===================================================",7401929368,12,sales
2027,0,Need a painter? (South Elgin) Hi Cl  I\xe2\x80\x99m new to the area and I am a professional house painter. Im trying to get on my feet here.   If you are looking for a professional painter with attention to detail please message me.   Thank you  Anna,7393977159,6,skilled trades/artisan
2055,0,"Warehouse Associate (Chicago) To whom it may concern, My name is Rob Powell and I\'m looking for a job that pays more than $18-$21 per hour. I\'m a warehouse/ forklift operator/ dock worker. I\'m looking for a direct hire position with full benefits included. I\'m looking forward to hearing from you and becoming a valuable employee of your company very soon.",7399217781,1,general labor
2058,0,"Office Assistant (Waukegan/Gurnee) Seeking part time office assistant position 16-20 hours per week with no weekends.  Available Mondays, Wednesdays and Fridays.  Able to provide general office support as needed. Bi-lingual in English and Spanish.",7393589368,10,admin/office
2064,0,"Looking for a new website? (Lisle) I have 20 years\' experience in the IT industry. I can develop your website in Wix, WordPress, Joomla, Drupal, or PHP. I am very reasonable in pricing. I also take care of SEO and Adwords. I will also set up & manage your Social Media accounts as needed.   Please contact me by email.",7392521909,1,general labor
2076,0,"Skilled/Hard worker looking for work ASAP near BERWYN (berwyn) Hello I am posting this ad because I am currently looking for a job/work. I can work every/any day you need me. I do not have an kids or any type of other commitments. I am a very hard/fast worker, I do not cut corners drag out the time, milk the clock or anything like that, I wont be sitting around on my phone. I like to get the job done no b.s. or anything and I pay very close attention to detail. I always make sure the job is done correctly and that the customer is satisfied. I feel like word of mouth is a great tool, and if you do a job correctly and make them happy they most likely will recommend their friends/family to you in the future. Also I am very professional and polite and I am great with customers. So my work experience, is appointment setting ( basically customer service job making calls and using various computer programs, I am also good working with electronics like repairing/assembling. I work as a roofer for over 2 years, I can do tear off, then drying in (putting the felt and ice and water down), shingling/ putting on ridge shingles. putting on drip edge and clean up. Smaller jobs such as smaller houses/ garages i can do by my self and charge half of what a roofer would charge. Also I worked in flooring for a few years, installing new hardwood, refinishing old hardwood, or installing vinyl plank, also depending on the square foot I can do this by myself as well. Also I have experience painting, hard labor, landscaping, cleaning, interior/exterior design. I have also worked installing flood control systems setting up drains and sinks, sweating copper. I also have some electrical experience as well. I\'m looking to start asap, I can start right when you call me. I\'m open to any type of job, and will work part time, full time, on call, or just a one time gig. I live in Berwyn and really prefer something close but Im relatively close to blue line and can take public transpo as long as its worth my time.I DO NOT HAVE MY OWN TRANSPORTATION I need money to pay off fines and court cost to get my license back, I already have a car just need my license. I am looking for a cash daily or weekly at least just for a few months then we can go to checks. If you need me for any type of work i can start right away, i can work with you for a day or two and then you can decide if you want me to keep working with you. If you give me a chance I promise I will not let you down. Thank you for your time, and you can text or email but text is better, I will not fall for any type of spam so don\'t waste your time. I have a 408 area code because Im using a text app. Anyway thanks, hope to hear from you.",7400659767,1,general labor
2078,0,Looking for anything to do I\'m looking for something that\'s cleaning out apartments or yard work. I can do it after 2pm.,7404869843,1,general labor
2081,0,"Seeking employment (Oak lawn) I am 26 year old male seeking employment in south suburbs  Oak lawn,orland park,Chicago ridge,worth 10 year laborer experience.",7396296094,1,general labor
2100,0,Diesel mechanic Looking for side work  Brake jobs  Suspension  Alternators  Mobile and available daily  Contact me on my number or email,7396137948,3,transportation
2102,0,Looking for work! I am a 24 year old college student looking for work. I am flexible with my schedule. I have reliable transportation and I learn quickly. I look forward to hearing from you. Thank you.,7394768756,5,food/beverage/hospitality
2136,0,Housekeeper Available (NW suburbs) Hi   I have three years experience cleaning condos and houses. I charge between $17-$19 an hour. I can bring cleaning supplies or use yours. I available Monday-Thursday. Please contact me if interested. Thanks,7394664023,1,general labor
2153,0,"Housekeeper (Harvey) We are looking to hire a housekeeper to join our cleaning team. You will be responsible for cleaning rooms and common areas, disposing of trash, changing beds, and notifying maintenance of any issues. You should be able to lift 25 pounds and have an eye for cleanliness.  Housekeeper Responsibilities:  Keep facilities and common areas clean and maintained. Vacuum, sweep, and mop floors. Clean and stock restrooms. Clean up spills with appropriate equipment. Notify managers of necessary repairs. Collect and dispose of trash. Assist guests when necessary. Keep linen room stocked. Properly clean upholstered furniture. Housekeeper Requirements:  Ability to manage your time efficiently. Work well unsupervised. Ability to lift at least 25 pounds. Handle basic maintenance and cleaning. High school diploma. Ability to maintain a professional appearance and interact positively with hotel guests. Hard worker. Estamos buscando contratar a un ama de llaves para que se una a nuestro equipo de limpieza.  Usted ser\xc3\xa1 responsable de limpiar las habitaciones y las \xc3\xa1reas comunes, desechar la basura, cambiar las camas y notificar al mantenimiento de cualquier problema.  Deber\xc3\xada poder levantar 25 libras y tener buen ojo para la limpieza.   Responsabilidades del ama de llaves:   Mantenga las instalaciones y las \xc3\xa1reas comunes limpias y mantenidas.  Aspire, barra y trapee los pisos.  Ba\xc3\xb1os limpios y surtidos.  Limpiar los derrames con el equipo adecuado.  Notifique a los gerentes de las reparaciones necesarias.  Recolecte y deseche la basura.  Ayude a los invitados cuando sea necesario.  Mantenga la ropa blanca surtida.  Limpiar adecuadamente los muebles tapizados.  Requisitos del ama de llaves:   Capacidad para administrar su tiempo de manera eficiente.  Trabaja bien sin supervisi\xc3\xb3n.  Capacidad para levantar al menos 25 libras.  Manejar el mantenimiento y la limpieza b\xc3\xa1sicos.  Diploma de escuela secundaria.  Capacidad para mantener una apariencia profesional e interactuar positivamente con los hu\xc3\xa9spedes del hotel.  Gran trabajador.",7402307645,1,general labor
2154,0,"Crystal Lake IL, caregiver (Crystal Lake, Algonquin, Barrington, Schaumburg,) Looking for female caregiver to take care of your elderly parents?                        I  CAN  HELP!   Experienced caregiver seeking job, full time employment 1st, 2nd or 3rd shift  may considered Live-in position (senior care services, elder care assistance, home helper) Reliable, service-focused nursing  professional with excellent patient-care and charting skills gained through five years of experience. Compassionate and skilled.      Available for work anywhere in surrounding communities.                     If interested send detail job description (job summary).   duties may include: Assist with activities of daily living including helping with meals, transferring using assistive devices, bathing, dressing and grooming.  Dementia care, Disabled individuals, Hospice care.   Salary $$$   Full-time,",7398085019,9,healthcare
2162,0,"Looking for work (St Charles) About to be done with my seasonal job in a few days and would like to stay busy. Plenty of kitchen experience and some construction/painting experience. I am located in St Charles and I am used to drive to Chicago but it all depends on it making sense. I won\'t drive all the way to Chicago for min wage.  I am a male, in shape, on my late 30\'s. I am fluent in English, Portuguese and Spanish. I am a hard worker and have a friendly and professional attitude. Open to discuss positions or gigs. Cash paid preferred but optional. Anytime but not overnight. Thank you.",7398986382,1,general labor
2205,0,"Nonprofit or Business Administrative Assistant (Northbrook) Experienced working in nonprofit (development work including grant research) and business settings  Able to use Excel to create columns and rows and format cells and enter data  Attention to details and strong skills in organization, online research and administration  No MLM positions or handling money or posting ads on Craigslist  I will consider temporary and/or work from home position.  Contact me today and tell me about the job!  I look forward to hearing from you!",7406494725,19,retail/wholesale
2217,0,"Experienced Office Administrator (CHICAGO) ADMINISTRATOR Bringing Years of Office Administration Experience  as Follows:  Accounts Receivable | Accounts Payable | Payroll | Human Resources | Bookkeeping |  Medical Billing & Coding                           Computerized Processes | Reporting | Office Services & Records | Purchasing |  Collections  Cash Handling/Deposits  | General Office Duties |  Customer Service | Bilingual (Spanish)  PROFESSIONAL EXPERIENCE - Overview Ability to develop, implement and manage full charge office administration procedures.  Fully manage all administrative, bookkeeping and payroll functions. Responsible for all medical records computerized and hard copy, order medical supplies, follow-up referrals and certifications with physicians, submit information to headquarters for billing, payroll, accounts payable purposes, coordinate all meetings, general clerical duties and facility services. Insurance verification, coding hospice services for Medicare, Medicaid and Private Insurances, submit clean claims to obtain payments in timely fashion, track and collect outstanding balances, solve issues with rejected claims, payments for Room and Board, post payments and generate financial monthly reports, responsible for full revenue cycle.Work with other departments to obtain information. Calculate and verify all employees time sheets, hourly, salaried, on call, per visit, mileage, bonuses, key and submit payroll information to software provider, create and generate reports to provide information to CFO. Review employment applications, conduct interviews, process and complete all required documentation for new hires, conduct new employees orientation, process weekly multistate payroll and commissions, visit plants to comply with OSHA requirements, benefits administration, submit claims to workers compensation and link between injured employees, medics and insurance companies. Create and monitor domestic and international purchase orders based on forecast, track shipments with vendors and freight companies, provide information to sales, shipping, receiving and management about order status, review vendor\xe2\x80\x99s invoices to ensure accurate and timely payment. Handle high volume of  incoming calls to take customer orders, pursue business with existing customers, promote specials, new products, pre-sells and slow moving items.  COMPUTER PROFICIENCIES  Microsoft Office (Word, Excel, Outlook, PowerPoint), Windows, Quickbooks Pro 2013, Chronotek, Google Apps, , ADP, Paychex, Crystal reports,  e-solutions, DDE system,  Pro32, CareVoyant, Epicor  EDUCATION\t Business Administration Technician",7393631879,10,admin/office
2240,0,"Wanted Class A Trucking job (Solo/Team) (Nationwide) 25 Years exp, over 3 million accident and ticket free miles OTR. I have some specific requests/needs for the next OTR job I accept. I\'m planning to spend the next 24-36 months running over the road, I would like to work for a person or company that would allow me to train my wife, she is about to attend truck driving school.   I am not a job hopper, I have only worked for a handful of companies, am dependable, never failed a drug test, been late, or had any kind of accident. I want to also work on a 1099, I do not need benefits other than good dependable equipment to drive. I do prefer an auto, but this isn\'t a deal-breaker .  Full disclosure, aside from driving for a person or company that pays me when they should and keeps their word, what is important to me at this point is making as much money as possible over the next couple of years. I live in West Tennessee but can come to any place in the country to pick up a truck and start work.  I would consider lease/rent positions under the right circumstances, one of which would include a walk away clause. I am not your typical truck driver, I have a Master\'s degree and working towards a Ph.D., which I hope to complete over the next couple of years. I plan to leave trucking completely to teach, hence the 2-3 year limit of which I hope to bank a significant amount of money before I leave trucking. Below I will summarize my needs, wants, and requirements.  OTR- 1099 driving position (min 2500 a week-solo) Prefer someone who will allow me to train my wife so we can run teams I have 2 dogs 3lbs and 6 lbs I\'m located in West Tennessee between Memphis and Nashville 25 miles north of I40 Prefer a truck that is automatic, but not a deal-breaker The truck doesn\'t matter other than needs a fridge and inverter  If these options sound like something that you can work with please contact me by email, do not contact me with anything other than trucking jobs. Also, don\'t just email me and tell me to call you, set yourself apart from the other emails, give me some info on what you can do for me and why I should work for you or your company.  Thanks, Tim",7405486405,3,transportation
2248,0,"Hardworking Laborer looking for Cash paying job/Buscando trabajo que pague en ef (Chicago) Good afternoon,  I am a hardworking bilingual Individual looking for a full time/part time good paying job. I am available to work Monday~Friday mornings until 5:00PM. I have my own vehicle and Drivers License. I will not disappoint you. I am a team player but can also work on my own.  Please feel free to reach out to me with more details about any good paying gigs or jobs available.",7392837929,5,food/beverage/hospitality
2260,0,"Labor/ helper any type (Chicago) Sergio, seeking work just about any type in the city of Chicago  , as a helper, assistant,  have experience in many fields , I rely on public transportation,  preferably cash.short term long term  , physically fit ,speak read Spanish, very hard worker. And quick learner.   show contact info .",7395236503,1,general labor
2263,0,"Wine ONLY (spirits expert and beer too) (Chicago area) Professional and Certified Sommelier Wine professional and working sommelier seeking part time gigs and projects  Studied with the CMS, WSET, Wine Scholar Guild, Cicerone Certification Program Extensive tasting experience and experience with: French wines, Sparkling wines of Tasmania, Nova Scotia wines,  New York state wines, West Coast Wines (California, Oregon, Washington) Beer, Spirits  BASSET card, Serv Safe Certification 6 years bartender (loop theatre), Red Star bar, weddings, wine tastings",7395389111,5,food/beverage/hospitality
2282,0,"Compassionate caregiver (Chicago IL) ++++    Read before responding   ++++  Reliable, compassionate European female caregiver available Now. I\'m a caregiver with 14 years of experience and counting.  If interested to hire me please send details about patient requirements and needs,  salary offered? how many hours per day?  how many days per week? Location (city) What benefits are offered. Then I will respond to set up an appointment.   Thanks",7400856883,9,healthcare
2295,0,"designer seeks designing. (chicago) multi-disciplinary designer and artist seeks creative projects, collaborations, contracts, and even a real adult job! a designer since a computer was dropped on my head 18 years ago, i seek new horizons and teamwork with others.  projects can range from graphic design, web design, package design, or any customer experience situation, instagram images (ew), photography and more. contact me and lets get the ball rolling!",7400359220,6,skilled trades/artisan
2298,0,"Want to work in Security on Movie Sets? (Chicago) NOW HIRING NO EXPERIENCE NECESSARY - we need to hire security staff for upcoming Movie productions in the Chicagoland Area. Please be available Monday 9am meet and greet, Free Training Tuesday and working this week for pay. Expect full time hours for at least a year. Please call to ask about the Security jobs hiring this week.  these security roles offered through our partner security firm at the number above and below as listed. State referred by Officer Britt",7405942975,23,security
2301,0,"Bilingual Spanish Customer Service (Chicago) CESAR MERLOS    OBJECTIVE  A Bilingual Business Administration Professional seeks a position within this organization that will allow the application of acquired marketing and sales experience and educational training.  EDUCATION  Bachelor Degree -- Business Management (Marketing & Sales), Westwood College, Chicago, IL, 07/09 Incorporate consumer behavior principles into marketing and sales practices  Demonstrate knowledge of human resources, Internet marketing sales, and market research  Follow customer service guidelines and apply to conflict management standards Integrate information technology and its application to marketing and sales functions  Apply the marketing 4 Ps--Product, Price, Place and Promotion--to marketing practices  Manipulate marketing information through software applications (Excel, Access, PowerPoint) and statistical analysis   QUALIFICATIONS  Bilingual English and Spanish  Highly reliable, self starter who is organized, disciplined, and goal-oriented Excellent supportive communication. Exceptional organizational, administrative, and time management skills Resourceful & committed as well as versatile & adaptable.  PROFESSIONAL EXPERIENCE  Real Estate Broker, Century21 Affiliated, Chicago, IL, 07/16-12/20  Helping clients sell or lease properties  Prepared, negotiated and drafted contracts for clients and maintained confidentiality to suit the best interest of the client.  Maintained knowledge of the local Real Estate Market  Provided consultation for potential real estate buyers.",7405613808,12,sales
2316,0,"Grant Writer Seeks Gigs I am a professional grant writer and copy writer. Training with USHUD, McConkey Johnston International and other places. No out of industry jobs, outside sales, or insurance please. Most grants cost around $200 - $2000. I charge $25-$75 per hour depending on the tasks.  consultingcreatives.wordpress.com",7395947619,1,general labor
2318,0,"Cash job needed I am a 43 yr old Male  looking for a cash paying job in the 60803 area code I have years of pizza making , cooking and restaurant exp I\'m looking for evenings start at 5 and weekends any time",7393964986,5,food/beverage/hospitality
2345,0,"Experienced Accounts Payable Specialist (City of Chicago) WORK CHRONOLOGY Accounts Payable / Office Administrator | Howe Corporation | October 2014 - July 2021 Office Administrator | Final Touch Decorating | April 2013 - January 2014 Team Coordinator & Billing/Payroll Coordinator | Hospice Advantage/A Touch of Grace Hospice | 2008-2012 Human Resources Assistant | El Milagro | 2005-2008 Assistant Buyer and Sales Associate | Banner Wholesale Grocers | 2000-2004  COMPUTER PROFICIENCIES Microsoft Office (Word, Excel, Outlook, PowerPoint), Windows, Quickbooks Pro 2013, Chronotek, Google Apps, ADP, Paychex, Crystal reports, e-solutions, DDE system, Pro32, CareVoyant, Epicor.  Bringing Years of Of ice Administration Experience as Follows: Accounts Receivable | Accounts Payable | Payroll | Human Resources | Bookkeeping | Medical Billing & Coding | Computerized Processes | Reporting | Office Services & Records | Purchasing | Collections | Cash Handling/Deposits | General Office Duties | Customer Service | Bilingual (Spanish).",7389916795,10,admin/office
2350,0,"European caregiver seeking work (Romeoville IL) Reliable caregiver available for work today as private duty in home senior care provider.  Available to help your mom or dad. 4-5 days (full-time come-go or part-time) Experience, warm, caring, compassionate female caregiver available for work today.  Will provide companionship, light housekeeping, grocery shopping, running errands, meal preparation, personal care.  Available, dependable, and have a warm heart to share with others.   Contact me today via Craigslist email.                                  \'\' serious inquiries only\'\'        Available for work near Joliet,  Plainfield, Lemont, Romeoville, Bolinbrook, Lockport, Homer Glen, Crest Hill, Shorwood. Bilingual: English, Polish. Keywords: Caregiver, Caretaker, Companion, provide in home care services and assistance for Elderly seniors, reliable, affordable, compassionate, worker.",7400846894,9,healthcare
2369,0,"CNA/CAREGIVER (Westmont ,illinois) Im a filipino well experienced care giver / cna . I worked in all kinds of setting skilled and geriatric . I am available weekdays and weekends day and night shifts. Im very reasonable on my rates just want to make a living at the same time able to help people. Call me  show contact info  for more info i\xe2\x80\x99m the last person to call i guarantee you .call now while i\xe2\x80\x99m available i do not have a patient right now so we can make a schedule that will work for you.Please Do not message or respond to my listing if it is not related to what im posting i just want to work as a caregiver / CNA thank you for the interest have a great day. I lived at westmont area just message me or contact asap thank you .",7403008432,5,food/beverage/hospitality
